time,open,high,low,close,Line4,si_dir,si_close,Kernel Estimate,Synthetic Renko Close,last_state_code,kern_reg,OPEN LONG,OPEN SHORT,CLOSE,Regime Flip → LONG,Regime Flip → SHORT,Kernel Regression Estimate,Distance Above Kernel,Distance Below Kernel,Buy,Sell,StopBuy,StopSell,Upper Envelope: Far,Upper Envelope: Average,Upper Envelope: Near,Envelope Midline,Lower Envelope: Near,Lower Envelope: Average,Lower Envelope: Far,Chars,Chars,Chars,Chars,Shapes,Shapes,Volume
2026-02-03T23:30:00+08:00,49592,49627,49563,49580,49513.923639422515,-1,87.655,49572.68341109897,49593.25,1,1,0,0,0,0,0,49570.28519852226,,,,,,,49783.33674196928,49696.78455244393,49610.23236291858,49570.28519852226,49530.33803412594,49443.785844600585,49357.23365507524,0,0,0,0,,,1281
2026-02-03T23:35:00+08:00,49576,49576,49513,49570,49515.29559328724,1,87.865,49572.185651210886,49583.25,3,1,0,0,1,0,0,49570.98096166989,,,,,,,49791.531666915966,49701.93294290975,49612.33421890353,49570.98096166989,49529.62770443625,49440.028980430034,49350.43025642382,0,0,0,0,,,1318
2026-02-03T23:40:00+08:00,49570,49583,49494,49494,49516.61734855727,1,87.88,49567.63193726986,49518.25,1,1,0,0,0,0,0,49564.46055530444,,,,,,,49792.46246613333,49699.83668985909,49607.21091358486,49564.46055530444,49521.71019702402,49429.08442074979,49336.45864447555,0,0,0,0,,,1457
2026-02-03T23:45:00+08:00,49496,49580,49469,49577,49517.91283529694,1,88.285,49566.04399373276,49528.25,2,1,0,0,0,0,0,49565.3736240702,,,,,,,49801.03965433708,49705.30032954116,49609.561004745236,49565.3736240702,49521.18624339516,49425.446918599235,49329.707593803316,0,0,0,0,,,1730
2026-02-03T23:50:00+08:00,49575,49605,49534,49585,49519.20827365925,1,88.505,49566.82419509857,49573.25,1,1,0,0,0,0,0,49566.99716782368,,,,,,,49810.042763149235,49711.30549004823,49612.56821694723,49566.99716782368,49521.42611870014,49422.688845599136,49323.95157249813,0,0,0,0,,,1607
2026-02-03T23:55:00+08:00,49585,49609,49554,49562,49520.50141393488,-1,88.36,49567.10508488129,49573.25,1,1,0,0,0,0,0,49566.516821647296,,,,,,,49816.4624611338,49714.922045092404,49613.381629051015,49566.516821647296,49519.65201424358,49418.11159820219,49316.57118216079,0,0,0,0,,,990
2026-02-04T00:00:00+08:00,49562,49585,49549,49563,49521.78526802631,-1,88.135,49566.77078512456,49573.25,1,1,0,0,0,0,0,49566.10881691722,,,,,,,49822.25317038433,49718.19452678831,49614.135883192306,49566.10881691722,49518.08175064214,49414.02310704613,49309.96446345012,0,0,0,0,,,970
2026-02-04T00:05:00+08:00,49564,49590,49561,49566,49523.08589691238,-1,87.99,49566.990689847364,49573.25,1,1,0,0,0,0,0,49565.99461771605,,,,,,,49827.57172940399,49721.30602778077,49615.04032615754,49565.99461771605,49516.948909274564,49410.68320765134,49304.41750602811,0,0,0,0,,,712
2026-02-04T00:10:00+08:00,49566,49574,49544,49546,49524.39252777201,1,88.395,49565.57657793082,49563.25,3,1,0,0,0,0,0,49564.086500171295,,,,,,,49830.37498035983,49722.19528528324,49614.01559020665,49564.086500171295,49514.157410135944,49405.97771505935,49297.79801998276,0,0,0,0,,,654
2026-02-04T00:15:00+08:00,49546,49570,49517,49526,49525.69541997977,1,88.92,49562.60840077934,49538.25,1,1,0,0,0,0,0,49560.42469275863,,,,,,,49831.020687494536,49721.091064633074,49611.16144177161,49560.42469275863,49509.687943745645,49399.75832088418,49289.82869802272,0,0,0,0,,,784
2026-02-04T00:20:00+08:00,49537,49552,49472,49478,49526.949741417535,-1,88.71,49556.109617339534,49498.25,1,1,0,0,0,0,0,49552.486247647495,,,,,,,49827.35572953053,49715.69000251555,49604.02427550057,49552.486247647495,49500.94821979442,49389.28249277944,49277.61676576446,0,0,0,0,,,1066
2026-02-04T00:25:00+08:00,49478,49535,49470,49473,49528.14517379519,-1,88.38,49549.089560049186,49488.25,2,1,0,0,0,0,0,49544.252025399015,,,,,,,49823.212506815464,49709.88481124003,49596.5571156646,49544.252025399015,49491.946935133434,49378.619239558,49265.29154398257,0,0,0,0,,,1084
2026-02-04T00:30:00+08:00,49476,49495,49436,49463,49529.23419995994,-1,88.375,49540.16757556985,49468.25,1,-1,0,1,0,0,1,49535.3950300065,,,,,,,49818.22104254916,49703.3229749537,49588.42490735825,49535.3950300065,49482.36515265475,49367.467085059296,49252.56901746384,0,0,0,0,,,1390
2026-02-04T00:35:00+08:00,49462,49483,49427,49442,49530.192477368524,1,88.87,49530.15266958266,49453.25,1,-1,0,0,0,0,0,49525.02138248179,,,,,,,49811.48233434177,49695.10757264865,49578.73281095554,49525.02138248179,49471.309954008044,49354.93519231493,49238.560430621816,0,0,0,0,,,1200
2026-02-04T00:40:00+08:00,49440,49449,49392,49426,49531.00270480584,-1,88.225,49518.30055260631,49423.25,1,-1,0,0,0,0,0,49513.696820191726,,,,,,,49803.59913114318,49685.82631731915,49568.053503495124,49513.696820191726,49459.34013688833,49341.5673230643,49223.79450924027,0,0,0,0,,,1153
2026-02-04T00:45:00+08:00,49424,49440,49380,49422,49531.66755373569,-1,87.645,49506.16435800024,49418.25,2,-1,0,0,0,0,0,49502.39572105666,,,,,,,49795.57201407095,49676.469145033894,49557.366275996836,49502.39572105666,49447.42516611648,49328.32229707942,49209.219428042365,0,0,0,0,,,1097
2026-02-04T00:50:00+08:00,49423,49427,49375,49407,49532.16892208248,-1,86.815,49493.60493774633,49408.25,2,-1,0,0,0,0,0,49490.451094727134,,,,,,,49786.69409750648,49666.34537762737,49545.99665774826,49490.451094727134,49434.905531706005,49314.5568118269,49194.20809194779,0,0,0,0,,,1035
2026-02-04T00:55:00+08:00,49404,49434,49400,49411,49532.52156319905,1,86.82,49482.72055302973,49408.25,2,-1,0,0,0,0,0,49479.66451106466,,,,,,,49778.561145748674,49657.13438790829,49535.70763006791,49479.66451106466,49423.6213920614,49302.19463422102,49180.76787638064,0,0,0,0,,,786
2026-02-04T01:00:00+08:00,49410,49429,49391,49420,49532.7246055812,-1,86.325,49472.88368056432,49408.25,2,-1,0,0,0,0,0,49470.61506265337,,,,,,,49771.829393721,49649.46107172477,49527.09274972855,49470.61506265337,49414.13737557819,49291.76905358197,49169.400731585745,0,0,0,0,,,810
2026-02-04T01:05:00+08:00,49418,49418,49386,49406,49532.78430719563,-1,85.74,49463.07450432516,49408.25,2,-1,0,0,0,0,0,49461.37511264063,,,,,,,49764.517607951195,49641.36596923128,49518.21433051136,49461.37511264063,49404.5358947699,49281.384256049976,49158.23261733006,0,0,0,0,,,624
2026-02-04T01:10:00+08:00,49408,49416,49273,49317,49532.634183805356,-1,85.26,49447.655447852354,49333.25,1,-1,0,0,0,0,0,49445.03763156028,,,,,,,49751.09892549284,49626.761524832735,49502.424124172634,49445.03763156028,49387.65113894792,49263.31373828782,49138.97633762771,0,0,0,0,,,3290
