time,open,high,low,close,Kernel Regression Estimate,Distance Above Kernel,Distance Below Kernel,Buy,Sell,StopBuy,StopSell,Upper Envelope: Far,Upper Envelope: Average,Upper Envelope: Near,Envelope Midline,Lower Envelope: Near,Lower Envelope: Average,Lower Envelope: Far,Chars,Chars,Chars,Chars,Shapes,Shapes,Volume
2026-01-19T23:25:00+08:00,4669.9,4671.9,4669.5,4671.9,4672.021382,,,,,,,4700.803636,4689.110846,4677.418055,4672.021382,4666.62471,4654.931919,4643.239129,0,0,0,0,,,579
2026-01-19T23:30:00+08:00,4672,4672.6,4671.2,4671.7,4671.982918,,,,,,,4700.677512,4689.020333,4677.363155,4671.982918,4666.602682,4654.945503,4643.288324,0,0,0,0,,,478
2026-01-19T23:35:00+08:00,4671.7,4675,4671,4674.9,4672.237061,,,,,,,4700.855677,4689.229365,4677.603052,4672.237061,4666.871071,4655.244758,4643.618445,0,0,0,0,,,823
2026-01-19T23:40:00+08:00,4674.8,4676.4,4672.4,4675.6,4672.552989,,,,,,,4701.107594,4689.507286,4677.906977,4672.552989,4667.199001,4655.598692,4643.998384,0,0,0,0,,,1362
2026-01-19T23:45:00+08:00,4675.6,4678,4674.7,4677.6,4673.047376,,,,,,,4701.541305,4689.965646,4678.389987,4673.047376,4667.704764,4656.129105,4644.553446,0,0,0,0,,,1051
2026-01-19T23:50:00+08:00,4677.8,4680,4676.2,4680,4673.751256,,,,,,,4702.193963,4690.639113,4679.084263,4673.751256,4668.418248,4656.863398,4645.308548,0,0,0,0,,,1108
2026-01-19T23:55:00+08:00,4679.9,4681.4,4677.9,4679.5,4674.392419,,,,,,,4702.789402,4691.253128,4679.716854,4674.392419,4669.067985,4657.531711,4645.995437,0,0,0,0,,,1656
2026-01-20T00:00:00+08:00,4679.6,4680.7,4676.8,4678.1,4674.876709,,,,,,,4703.238463,4691.7165,4680.194538,4674.876709,4669.55888,4658.036918,4646.514955,0,0,0,0,,,1017
2026-01-20T00:05:00+08:00,4678.1,4678.6,4676.4,4678,4675.319107,,,,,,,4703.634832,4692.131569,4680.628306,4675.319107,4670.009909,4658.506645,4647.003382,0,0,0,0,,,640
2026-01-20T00:10:00+08:00,4678,4679.5,4677.3,4678,4675.722374,,,,,,,4703.981284,4692.501102,4681.020919,4675.722374,4670.423828,4658.943646,4647.463463,0,0,0,0,,,651
2026-01-20T00:15:00+08:00,4677.8,4678,4675.4,4676.9,4675.985932,,,,,,,4704.182066,4692.727387,4681.272707,4675.985932,4670.699157,4659.244478,4647.789798,0,0,0,0,,,742
2026-01-20T00:20:00+08:00,4676.8,4678.1,4676.2,4677.1,4676.228583,,,,,,,4704.34763,4692.924267,4681.500904,4676.228583,4670.956262,4659.532899,4648.109536,0,0,0,0,,,362
2026-01-20T00:25:00+08:00,4676.8,4677.4,4676.2,4676.7,4676.392873,,,,,,,4704.412557,4693.02956,4681.646564,4676.392873,4671.139182,4659.756185,4648.373189,0,0,0,0,,,283
2026-01-20T00:30:00+08:00,4676.8,4677.6,4675.7,4675.7,4676.427757,,,,,,,4704.335204,4692.997803,4681.660403,4676.427757,4671.19511,4659.85771,4648.52031,0,0,0,0,,,339
2026-01-20T00:35:00+08:00,4675.8,4678.8,4675.7,4678.4,4676.67903,,,,,,,4704.477517,4693.184382,4681.891247,4676.67903,4671.466814,4660.173679,4648.880544,0,0,0,0,,,501
2026-01-20T00:40:00+08:00,4678.2,4678.9,4677.5,4678.3,4676.895161,,,,,,,4704.568013,4693.325917,4682.08382,4676.895161,4671.706501,4660.464405,4649.222309,0,0,0,0,,,490
2026-01-20T00:45:00+08:00,4678.4,4678.6,4676.8,4678,4677.061854,,,,,,,4704.598155,4693.411533,4682.22491,4677.061854,4671.898798,4660.712176,4649.525553,0,0,0,0,,,531
2026-01-20T00:50:00+08:00,4678.1,4678.5,4676.7,4677.7,4677.183195,,,,,,,4704.573157,4693.445985,4682.318813,4677.183195,4672.047577,4660.920405,4649.793233,0,0,0,0,,,459
2026-01-20T00:55:00+08:00,4677.6,4679,4677.1,4677.5,4677.263581,,,,,,,4704.500117,4693.435274,4682.370431,4677.263581,4672.15673,4661.091887,4650.027045,0,0,0,0,,,473
2026-01-20T01:00:00+08:00,4677.5,4678.3,4676.7,4678.3,4677.402055,,,,,,,4704.475896,4693.477148,4682.4784,4677.402055,4672.32571,4661.326962,4650.328214,0,0,0,0,,,382
